,ds,y,pos_attr_y,neg_attr_y,sine_spiky_a,pos_attr_sine_spiky_a,neg_attr_sine_spiky_a,sine_spiky_b,pos_attr_sine_spiky_b,neg_attr_sine_spiky_b
0,80058,-0.7359056,0.011078808,0.0,-0.7359056,0.0,0.017286291,-0.7359056,0.0,0.0064963154
1,80059,-0.12520604,0.0,0.0028377573,-0.12520604,0.0,0.0027877572,-0.12520604,0.0,0.003942398
2,80060,0.49774978,0.0,0.0022228055,0.49774978,0.017186949,0.0,0.49774978,0.0,0.0056604575
3,80061,1.0719814,0.0,0.017839344,1.0719814,0.013039453,0.0,1.0719814,0.0,0.017269922
4,80062,1.541278,0.0,0.012157508,1.541278,0.0096566,0.0,1.541278,0.015370261,0.0
5,80063,1.8597006,0.0,0.011404723,1.8597006,0.0,0.026286514,1.8597006,0.0,0.019056644
6,80064,1.996079,0.0,0.0014445437,-3.003921,0.009406054,0.0,1.996079,0.0,0.010841166
7,80065,1.9370635,0.0,0.0035721196,1.9370635,0.019905806,0.0,1.9370635,0.03199245,0.0
8,80066,1.6884309,0.0,0.011810027,1.6884309,0.0013732142,0.0,1.6884309,0.00089304155,0.0
9,80067,1.2745197,0.0,0.0009137453,1.2745197,0.01656184,0.0,1.2745197,0.0,0.021385508
10,80068,0.7358472,0.0075648767,0.0,0.7358472,0.008713365,0.0,0.7358472,0.0,0.014317167
11,80069,0.12514333,0.0,0.00053577893,0.12514333,0.0027905188,0.0,0.12514333,0.0,0.00011952889
12,80070,-0.49781063,0.0002688358,0.0,-0.49781063,0.0,0.0012439353,-0.49781063,0.002818733,0.0
13,80071,-1.0720345,0.03238455,0.0,-1.0720345,0.00795278,0.0,-1.0720345,0.010250444,0.0
14,80072,-1.541318,0.038870275,0.0,-1.541318,0.0020346947,0.0,-1.541318,0.023997419,0.0
15,80073,-1.8597236,0.0,0.011795887,-1.8597236,0.022646036,0.0,-1.8597236,0.017003158,0.0
16,80074,-1.9960829,0.0,0.03402082,-1.9960829,0.0,0.01687685,-1.9960829,0.0,0.017586516
17,80075,-1.9370478,0.0,0.03641843,-1.9370478,0.002212486,0.0,-1.9370478,0.0,0.008161506
18,80076,-1.6883973,0.0,0.041395407,-1.6883973,0.010685257,0.0,-1.6883973,0.0109709585,0.0
19,80077,-1.2744713,0.0,0.05258302,-1.2744713,0.0,0.0053490107,-1.2744713,0.0,0.034523934
20,80078,-0.7357887,0.0031087582,0.0,-0.7357887,0.0,0.009851313,-0.7357887,0.0030663274,0.0
21,80079,-0.12508062,0.0,0.0019067334,-0.12508062,0.0,0.00031024855,-0.12508062,0.0,0.002062171
22,80080,0.4978715,0.0,0.009233405,0.4978715,0.003367702,0.0,0.4978715,0.0069718943,0.0
23,80081,1.0720875,0.0,0.007906088,1.0720875,0.0,0.0011693932,1.0720875,0.0,0.009104385
24,80082,1.5413581,0.0,0.005565887,1.5413581,0.0,0.013667086,1.5413581,0.0,0.0058178487
25,80083,1.8597467,0.0,0.008269527,1.8597467,0.0,0.0017830892,1.8597467,0.0,0.038869143
26,80084,1.9960868,0.0,0.00075046526,1.9960868,0.0,0.018381458,1.9960868,0.0,0.021522148
27,80085,1.9370322,0.0,0.0068620453,1.9370322,0.046340752,0.0,1.9370322,0.05446817,0.0
28,80086,1.6883636,0.0,0.009141039,1.6883636,0.0023573898,0.0,1.6883636,0.0,0.0009180203
29,80087,1.2744229,1.0,0.0,1.2744229,0.0,0.31686553,1.2744229,0.0016341583,0.0
30,80088,0.7357303,0.0013782429,0.0,0.7357303,0.00502455,0.0,0.7357303,0.0,0.00557424
31,80089,0.12501791,0.00073444657,0.0,0.12501791,0.0,0.0005830402,0.12501791,0.0007086678,0.0
32,80090,-0.49793234,0.0030855313,0.0,-0.49793234,0.0,0.0017854318,-0.49793234,0.006258384,0.0
33,80091,-1.0721406,0.04339403,0.0,-1.0721406,0.009533859,0.0,-1.0721406,0.011533994,0.0
34,80092,-1.541398,0.046070684,0.0,-1.541398,0.04158559,0.0,-1.541398,0.0056813564,0.0
35,80093,-1.8597698,0.0,0.005252157,-1.8597698,0.025362061,0.0,-1.8597698,0.06680357,0.0
36,80094,-1.9960908,0.0,0.016688067,-1.9960908,0.037935883,0.0,-1.9960908,0.028219495,0.0
37,80095,-1.9370165,0.0,0.07585632,-1.9370165,0.028836865,0.0,-1.9370165,0.0,0.00473354
38,80096,-1.6883298,0.0,0.063598,-1.6883298,0.013437022,0.0,-1.6883298,0.0,0.030063419
39,80097,-1.2743745,0.0,0.032241315,-1.2743745,0.0,0.002670085,-1.2743745,0.0,0.45678094
40,80098,-0.7356719,0.0,0.0071848887,-0.7356719,0.0,0.01816674,-0.7356719,0.0,0.0015049591
41,80099,-0.1249552,0.0,0.0014178861,-0.1249552,0.0,0.002647724,-0.1249552,0.0,0.0028353734
42,80100,0.4979932,0.0,0.0023947943,0.4979932,0.0,0.0042672413,0.4979932,0.014740891,0.0
43,80101,-3.3175178,0.02431616,0.0,1.0721936,0.0013552076,0.0,1.0721936,0.0,0.005462244
44,80102,2.4533055,0.0,0.007939666,1.5414381,0.016090728,0.0,1.5414381,0.0,0.02417235
45,80103,3.7805083,0.03395884,0.0,1.859793,0.0,0.057879966,1.859793,0.0,0.0395106
46,80104,1.0749108,0.001609055,0.0,1.9960947,0.0,0.02805656,1.9960947,0.0,0.007905763
47,80105,-0.78283393,0.0,0.002541004,1.9370009,0.050122928,0.0,1.9370009,0.03877621,0.0
48,80106,5.086924,0.014574538,0.0,1.6882962,0.009399643,0.0,1.6882962,0.043846186,0.0
49,80107,3.6084764,0.05651264,0.0,1.274326,0.0026795964,0.0,1.274326,0.021570932,0.0
50,80108,0.73561347,0.0015545862,0.0,0.73561347,0.019541634,0.0,0.73561347,0.0,0.008512228
51,80109,0.124892496,0.00041121405,0.0,0.124892496,0.0026181613,0.0,0.124892496,0.0,0.00016291637
52,80110,-0.49805406,0.0012478619,0.0,-0.49805406,0.0050564716,0.0,-0.49805406,0.002244495,0.0
53,80111,-1.0722467,0.05507642,0.0,-1.0722467,0.025405588,0.0,-1.0722467,0.009115801,0.0
54,80112,-1.5414782,0.018735314,0.0,-1.5414782,0.0,0.0004602331,-1.5414782,0.0,0.0029523775
55,80113,-1.8598161,0.010070636,0.0,-1.8598161,0.00862567,0.0,-1.8598161,0.0,0.006393099
56,80114,-1.9960986,0.0,0.03580132,-1.9960986,0.048719265,0.0,-1.9960986,0.08300258,0.0
57,80115,-1.9369853,0.0,0.11285829,-1.9369853,0.0,0.008947179,-1.9369853,0.0065451832,0.0
58,80116,-1.6882625,0.0,0.05584199,-1.6882625,0.0,0.027313264,-1.6882625,0.0,0.02466493
59,80117,-1.2742776,0.0,0.01755709,-1.2742776,0.0,0.06266746,-1.2742776,0.0,0.042734746
60,80118,-0.735555,0.012083732,0.0,-0.735555,0.0,0.011016458,-0.735555,0.0,0.010429968
61,80119,-0.124829784,0.0010680362,0.0,-0.124829784,0.0,0.0051127425,-0.124829784,0.0,0.00908744
62,80120,0.4981149,0.0,0.014996761,0.4981149,0.015068846,0.0,0.4981149,0.0073707197,0.0
63,80121,1.0722997,0.0,0.0075014355,1.0722997,0.0,0.026374394,1.0722997,0.0,0.034114715
64,80122,1.5415182,0.0,0.009719261,1.5415182,0.0,0.0482024,1.5415182,0.0,0.011366574
65,80123,1.8598392,0.0,0.024597382,1.8598392,0.0,0.08598223,1.8598392,0.0,0.07944466
66,80124,1.9961026,0.0,0.01780319,-3.0038974,0.0058778096,0.0,1.9961026,0.028377503,0.0
67,80125,1.9369696,0.0,0.026173526,1.9369696,0.16619502,0.0,1.9369696,0.17215383,0.0
68,80126,1.6882288,0.0,0.013114686,1.6882288,0.14099924,0.0,1.6882288,0.13119088,0.0
69,80127,1.2742292,0.0,0.0132794455,1.2742292,0.08321454,0.0,1.2742292,0.053368382,0.0
70,80128,0.7354966,0.0,0.010634213,0.7354966,0.037278704,0.0,0.7354966,0.0343989,0.0
71,80129,0.12476707,0.0,0.0015558536,0.12476707,0.004707488,0.0,0.12476707,0.0058812606,0.0
72,80130,-0.49817577,0.006118131,0.0,-0.49817577,0.0,0.0036661983,-0.49817577,0.015046444,0.0
73,80131,-1.0723528,0.025079055,0.0,-1.0723528,0.010326997,0.0,-1.0723528,0.0,0.0069164457
74,80132,-1.5415583,0.03632738,0.0,-1.5415583,0.045449074,0.0,-1.5415583,0.0,0.022804791
75,80133,-1.8598623,0.005715695,0.0,-1.8598623,0.0156081,0.0,-1.8598623,0.06794661,0.0
76,80134,-1.9961065,0.0,0.0069924626,-1.9961065,0.023062732,0.0,-1.9961065,0.011553914,0.0
77,80135,-1.9369539,0.0,0.04940939,-1.9369539,0.023835653,0.0,-1.9369539,0.020960016,0.0
78,80136,-1.6881951,0.0,0.036578547,-1.6881951,0.0,0.0417624,-1.6881951,0.0018297575,0.0
79,80137,-1.2741808,0.0,0.024359245,-1.2741808,0.0,0.007992977,-1.2741808,0.00065528764,0.0
80,80138,-0.73543817,0.008737061,0.0,-0.73543817,0.00024944154,0.0,-0.73543817,0.0,0.00793056
81,80139,-0.12470436,0.093952194,0.0,-0.12470436,0.0,0.018120334,-0.12470436,0.002666249,0.0
82,80140,0.49823663,0.0,0.0045958725,0.49823663,0.0,0.016880525,0.49823663,0.0,0.012602526
83,80141,1.0724057,0.0,0.02376511,1.0724057,0.0,0.063946806,1.0724057,0.0,0.08033219
84,80142,1.5415982,0.0005219791,0.0,1.5415982,0.0,0.18669984,1.5415982,0.0,0.12055289
85,80143,1.8598853,0.003586832,0.0,1.8598853,0.0,0.20491484,1.8598853,0.0,0.15989646
86,80144,1.9961103,0.009505244,0.0,1.9961103,0.0,0.04778453,-3.0038896,0.11761599,0.0
87,80145,1.9369383,0.0,0.0151470825,1.9369383,0.07377811,0.0,1.9369383,0.0795796,0.0
88,80146,1.6881615,0.0048159254,0.0,1.6881615,0.01645634,0.0,1.6881615,0.0073357793,0.0
89,80147,1.2741323,0.0016710382,0.0,1.2741323,0.06102665,0.0,1.2741323,0.038569413,0.0
90,80148,0.73537976,0.0092087975,0.0,0.73537976,0.013912182,0.0,0.73537976,0.024996,0.0
91,80149,0.12464165,0.0018314895,0.0,0.12464165,0.0,0.00096163823,0.12464165,0.0,0.03708605
92,80150,-0.49829745,0.0034665472,0.0,-0.49829745,0.0,0.00024244782,-0.49829745,0.0074190567,0.0
93,80151,-1.0724587,0.038012512,0.0,-1.0724587,0.03531203,0.0,-1.0724587,0.04286148,0.0
94,80152,-1.5416383,0.023862816,0.0,-1.5416383,0.04641005,0.0,-1.5416383,0.05031779,0.0
95,80153,-1.8599085,0.0,0.099581555,-1.8599085,0.05063378,0.0,-1.8599085,0.05360447,0.0
