,ds,y,pos_attr_y,neg_attr_y,sine_spiky_a,pos_attr_sine_spiky_a,neg_attr_sine_spiky_a,sine_spiky_b,pos_attr_sine_spiky_b,neg_attr_sine_spiky_b
0,80058,-0.7359056,0.0,0.026461141,-0.7359056,0.0,0.0058654337,-0.7359056,0.0,0.0077648317
1,80059,-0.12520604,0.0,0.0069164215,-0.12520604,0.0,0.0022774723,-0.12520604,8.507717e-06,0.0
2,80060,0.49774978,0.018967422,0.0,0.49774978,0.0067773196,0.0,0.49774978,0.0048931963,0.0
3,80061,1.0719814,0.0,0.0030150951,1.0719814,0.0,0.00564817,1.0719814,0.0,0.0063764397
4,80062,1.541278,7.770548e-05,0.0,1.541278,0.0,0.0035333158,1.541278,0.0,0.004963155
5,80063,1.8597006,0.0,0.0131573435,1.8597006,0.0,0.0041382774,1.8597006,0.0,0.0042697983
6,80064,1.996079,0.0034573632,0.0,-3.003921,0.015040644,0.0,1.996079,0.0,0.012375232
7,80065,1.9370635,0.0,0.005384761,1.9370635,0.020072835,0.0,1.9370635,0.026552478,0.0
8,80066,1.6884309,0.0,0.002720346,1.6884309,0.02500861,0.0,1.6884309,0.0038029929,0.0
9,80067,1.2745197,0.0,0.002118715,1.2745197,0.012900555,0.0,1.2745197,0.00026912006,0.0
10,80068,0.7358472,0.0317698,0.0,0.7358472,0.018318681,0.0,0.7358472,0.0,0.0030059658
11,80069,0.12514333,0.00723906,0.0,0.12514333,0.00066716626,0.0,0.12514333,0.00024135527,0.0
12,80070,-0.49781063,0.0,0.024216056,-0.49781063,0.0,0.004514485,-0.49781063,0.0,0.0058972314
13,80071,-1.0720345,0.0,0.009781274,-1.0720345,0.008006444,0.0,-1.0720345,0.0,0.015647944
14,80072,-1.541318,0.06256894,0.0,-1.541318,0.014529986,0.0,-1.541318,0.010365947,0.0
15,80073,-1.8597236,0.09538391,0.0,-1.8597236,0.0038980308,0.0,-1.8597236,0.07091522,0.0
16,80074,-1.9960829,0.15718539,0.0,-1.9960829,0.0,0.0027095808,-1.9960829,0.015436406,0.0
17,80075,-1.9370478,0.11510532,0.0,-1.9370478,0.033347577,0.0,-1.9370478,0.009538712,0.0
18,80076,-1.6883973,0.05113293,0.0,-1.6883973,0.003853499,0.0,-1.6883973,0.0,0.015369626
19,80077,-1.2744713,0.0009873745,0.0,-1.2744713,0.018388916,0.0,-1.2744713,0.0,0.005760486
20,80078,-0.7357887,0.0,0.03179644,-0.7357887,0.0,0.0118179,-0.7357887,0.012072726,0.0
21,80079,-0.12508062,0.0,0.0075254235,-0.12508062,0.0,0.0019346373,-0.12508062,0.0,0.00072329916
22,80080,0.4978715,0.01679369,0.0,0.4978715,0.00566627,0.0,0.4978715,0.005428922,0.0
23,80081,1.0720875,0.0059082517,0.0,1.0720875,0.008488499,0.0,1.0720875,0.0,0.01374851
24,80082,1.5413581,0.0,0.005255473,1.5413581,0.0013062807,0.0,1.5413581,0.0,0.014957848
25,80083,1.8597467,0.0,0.009645467,1.8597467,0.0,0.005961611,1.8597467,0.0,0.0006925012
