,ds,y,pos_attr,neg_attr
0,80098,-0.7356718786962662,0.07876797,0.0
1,80099,-0.1249552021170332,0.0,0.009114442
2,80100,0.4979932028913158,0.04391456,0.0
3,80101,1.072193596541135,0.074421324,0.0
4,80102,1.5414381287473036,0.0034685812,0.0
5,80103,1.8597929641568645,0.0,0.022630312
6,80104,1.9960946952466119,0.09511051,0.0
7,80105,1.937000894259923,0.011417018,0.0
8,80106,1.688296188905658,0.1190275,0.0
9,80107,1.2743260114724995,0.0,0.011838971
10,80108,0.7356134509921568,0.058326524,0.0
11,80109,0.12489249231761931,0.011166467,0.0
12,80110,-0.4980540561713235,0.0,0.15665033
13,80111,-1.0722466364673517,0.0,0.3732641
14,80112,-1.5414781632804864,0.0,0.7227583
15,80113,-1.859816074363702,0.0,0.3816628
16,80114,-1.9960986188997132,0.0,0.25702953
17,80115,-1.9369852472754385,0.22698651,0.0
18,80116,-1.688262502950737,0.3156715,0.0
19,80117,-1.274277584017304,0.12939315,0.0
20,80118,-0.7355550225687775,0.0,0.018161211
21,80119,-0.12482978240220076,0.0,0.019272916
22,80120,0.4981149089738551,0.09482959,0.0
23,80121,-0.7953673370366583,0.0,0.04585781
24,80122,5.817599904378415,0.003261951,0.0
25,80123,-0.5131524589185845,0.0,0.006943483
26,80124,1.2831727667025308,0.018105429,0.0
27,80125,2.4640294502442197,0.24488582,0.0
28,80126,1.1108602661721187,0.010495405,0.0
29,80127,0.5393616871869531,0.0,0.011908244
30,80128,0.7354965934058879,0.04592356,0.0
31,80129,0.12476707237083946,0.009593447,0.0
32,80130,-0.49817576127066376,0.0,0.18159252
33,80131,-1.0723527131325903,0.0,0.4440393
34,80132,-1.541558227777952,0.0,0.5894975
35,80133,-1.8598622892759018,0.0,0.43353447
36,80134,-1.9961064602946739,0.0030044534,0.0
37,80135,-1.9369539475675626,0.17232071,0.0
38,80136,-1.6881951260303805,0.23560254,0.0
39,80137,-1.2741807253507242,0.20450935,0.0
40,80138,-0.7354381635306099,0.023782577,0.0
41,80139,-0.12470436220181197,0.0,0.016148895
42,80140,0.4982366130828295,0.045871995,0.0
43,80141,1.0724057498715078,0.07496371,0.0
44,80142,1.5415982577514267,0.08143041,0.0
45,80143,1.859885393978542,0.22229111,0.0
46,80144,1.9961103780365261,0.045667253,0.0
47,80145,1.9369382948442015,0.025509616,0.0
48,80146,1.688161435076715,0.08496824,0.0
49,80147,1.2741322941282198,0.03421693,0.0
50,80148,0.7353797329159366,0.08925215,0.0
51,80149,0.12464165192422733,0.015072518,0.0
52,80150,-0.49829746440324557,0.0,0.13701181
53,80151,-1.0724587855581238,0.0,0.5119645
54,80152,-1.5416382861941036,0.0,0.41299587
55,80153,-1.8599084968481876,0.0,0.34618634
56,80154,-1.9961142938087109,0.0,0.1691455
57,80155,-1.936922640212746,0.1423085,0.0
58,80156,-1.6881277424490644,0.39783445,0.0
59,80157,-1.274083861648172,0.17609079,0.0
60,80158,-0.7353213015889907,0.0,0.024375038
61,80159,-0.12457894150910022,0.0,0.00726408
62,80160,0.4983583152318519,0.08263589,0.0
63,80161,1.0725118201862442,0.0,0.0384679
64,80162,1.5416783131152145,0.0,0.052400816
65,80163,1.8599315978767899,0.0405607,0.0
66,80164,1.9961182076107704,0.16675945,0.0
67,80165,1.9369069836677735,0.009091279,0.0
68,80166,1.6880940481630684,0.11355274,0.0
69,80167,1.2740354279106287,0.058618676,0.0
70,80168,0.7352628695295309,0.0,0.014686697
71,80169,0.12451623098553982,0.02227172,0.0
72,80170,-0.49841916557563487,0.0,0.12459129
73,80171,-1.0725648537558168,0.0,0.31358165
74,80172,-1.5417183385239894,0.0,0.5212284
75,80173,-1.8599546970750265,0.0,0.3356819
76,80174,-1.9961221194427006,0.023819275,0.0
77,80175,-1.9368913252111122,0.20003831,0.0
78,80176,-1.6880603522109576,0.2474022,0.0
79,80177,-1.2739869929156376,0.043257166,0.0
80,80178,-0.7352044367443812,0.05021146,0.0
81,80179,-0.1244535203390844,0.11186329,0.0
82,80180,0.4984800154133952,0.068000644,0.0
83,80181,1.0726178862667888,0.0,0.023445157
84,80182,1.5417583624064837,0.0,0.0137662245
85,80183,1.8599777944321751,0.03427017,0.0
86,80184,1.9961260293044978,0.0051072612,0.0
87,80185,1.9368756648427774,0.0,0.06994651
88,80186,1.6880266545849605,0.0,0.06358874
89,80187,1.2739385566688557,0.18614079,0.0
90,80188,0.7351460032335992,0.0,0.012090535
91,80189,0.1243908095552721,0.025262168,0.0
92,80190,-0.4985408647591657,0.0,0.19660462
93,80191,-1.0726709177191085,0.0,0.56034917
94,80192,-1.5417983847672931,0.0,1.0
95,80193,-1.8600008899535627,0.0,0.62295896
