,ds,y,pos_attr,neg_attr,raw_pos_attr,raw_neg_attr
79,80079,-0.12508062133129064,0.0,0.0006237834,0.0,0.0005453229
80,80080,0.4978714948427389,0.002235809,0.0,0.0019545853,0.0
81,80081,1.0720875135324783,0.0,0.031449687,0.0,0.027493894
82,80082,1.5413580551168704,0.0,0.07165811,0.0,0.06264484
83,80083,1.8597467382311237,0.0,0.08965552,0.0,0.0783785
84,80084,-3.0039131579685416,0.0,0.0013704621,0.0,0.0011980832
85,80085,1.9370321824971566,0.0,0.0666553,0.0,0.05827129
86,80086,1.6883635558243237,0.0,0.08669758,0.0,0.07579261
87,80087,1.2744228625928156,0.0,0.054809965,0.0,0.047915876
88,80088,0.7357303056742821,0.0,0.0150353005,0.0,0.0131441355
89,80089,0.12501791177859528,0.0,6.954411e-05,0.0,6.0796738e-05
90,80090,-0.4979323491057052,0.014617218,0.0,0.01277864,0.0
91,80091,-1.0721405555689685,0.022625323,0.0,0.019779474,0.0
92,80092,-1.5413980926927517,0.05408667,0.0,0.04728356,0.0
93,80093,-1.8597698521090955,0.05913373,0.0,0.051695794,0.0
94,80094,-1.9960907696243133,0.052409567,0.0,0.045817405,0.0
95,80095,-1.9370165393344383,0.0,1.0,0.0,0.87421834
