,ds,y,pos_attr,neg_attr
0,80098,-0.7356718786962662,0.0,0.20920079704289843
1,80099,-0.1249552021170332,0.0,0.0479863298363198
2,80100,0.4979932028913158,0.20046967208931604,0.0
3,80101,1.072193596541135,0.052612631520488846,0.0
4,80102,1.5414381287473036,0.0,0.02684195396178911
5,80103,1.8597929641568645,0.0,0.24123555382429585
6,80104,1.9960946952466119,0.0,0.22237578885760453
7,80105,1.937000894259923,0.0,0.2312668404998182
8,80106,1.688296188905658,0.08407530563636978,0.0
9,80107,1.2743260114724995,0.15831595317088462,0.0
10,80108,0.7356134509921568,0.0,0.027721768861246943
11,80109,0.12489249231761931,0.015380253873783339,0.0
12,80110,-0.4980540561713235,0.0,0.14392669624559531
13,80111,-1.0722466364673517,0.0,0.08714128935423471
14,80112,-1.5414781632804864,0.0,0.3537405799310017
15,80113,-1.859816074363702,0.2053679125224375,0.0
16,80114,-1.9960986188997132,0.2617706366895638,0.0
17,80115,-1.9369852472754385,0.049591556076209194,0.0
18,80116,-1.688262502950737,0.0,0.07362156806648706
19,80117,-1.274277584017304,0.0,0.6278718641328187
20,80118,-0.7355550225687775,0.0,0.48902825055224686
21,80119,-0.12482978240220076,0.0,0.09924085357988038
22,80120,0.4981149089738551,0.19961493425981613,0.0
23,80121,-0.7953673370366583,0.027777859681146825,0.0
24,80122,5.817599904378415,0.0,0.9055736939379155
25,80123,-0.5131524589185845,0.11490131158498385,0.0
26,80124,1.2831727667025308,0.0,0.2043511061347816
27,80125,2.4640294502442197,0.0,1.0
28,80126,1.1108602661721187,0.0,0.4252056723379966
29,80127,0.5393616871869531,0.0,0.1382756192568317
30,80128,0.7354965934058879,0.0,0.30725325912731516
31,80129,0.12476707237083946,0.0,0.03979255491170544
32,80130,-0.49817576127066376,0.14638159465725473,0.0
33,80131,-1.0723527131325903,0.17929792767206698,0.0
34,80132,-1.541558227777952,0.0,0.24633260803346727
35,80133,-1.8598622892759018,0.061797050286266586,0.0
36,80134,-1.9961064602946739,0.14239118378043022,0.0
37,80135,-1.9369539475675626,0.0,0.31117702206736564
38,80136,-1.6881951260303805,0.0,0.5869091159207757
39,80137,-1.2741807253507242,0.0,0.43584934767805905
40,80138,-0.7354381635306099,0.0,0.26805638480964394
41,80139,-0.12470436220181197,0.0,0.11469430681105226
42,80140,0.4982366130828295,0.05246073753061547,0.0
43,80141,1.0724057498715078,0.4524278499560875,0.0
44,80142,1.5415982577514267,0.2447509127074252,0.0
45,80143,1.859885393978542,0.12740281774934267,0.0
46,80144,1.9961103780365261,0.0,0.0007361362068717942
47,80145,1.9369382948442015,0.03573247241884994,0.0
48,80146,1.688161435076715,0.044230055767910385,0.0
49,80147,1.2741322941282198,0.0,0.4388674078517784
50,80148,0.7353797329159366,0.0,0.22348443330255627
51,80149,0.12464165192422733,0.0,0.04673794961102422
52,80150,-0.49829746440324557,0.1601148648389489,0.0
53,80151,-1.0724587855581238,0.22953847931081156,0.0
54,80152,-1.5416382861941036,0.45171291837087085,0.0
55,80153,-1.8599084968481876,0.5662824401568968,0.0
56,80154,-1.9961142938087109,0.3555163975843122,0.0
57,80155,-1.936922640212746,0.0,0.14227309231731564
58,80156,-1.6881277424490644,0.0,0.07934927210735794
59,80157,-1.274083861648172,0.0,0.5595893825719765
60,80158,-0.7353213015889907,0.0,0.18162812542162604
61,80159,-0.12457894150910022,0.006408337242339785,0.0
62,80160,0.4983583152318519,0.04679920414635106,0.0
63,80161,1.0725118201862442,0.34239762188053396,0.0
64,80162,1.5416783131152145,0.3097986525443483,0.0
65,80163,1.8599315978767899,0.012274168045501906,0.0
66,80164,1.9961182076107704,0.0,0.5782170354450943
67,80165,1.9369069836677735,0.0,0.3945475280685692
68,80166,1.6880940481630684,0.0,0.3338592024885918
69,80167,1.2740354279106287,0.0,0.0438463474064
70,80168,0.7352628695295309,0.060361035880478045,0.0
71,80169,0.12451623098553982,0.0,0.018272236672337235
72,80170,-0.49841916557563487,0.1846616344335102,0.0
73,80171,-1.0725648537558168,0.43425655306603717,0.0
74,80172,-1.5417183385239894,0.29783858699259336,0.0
75,80173,-1.8599546970750265,0.0,0.11965663678498284
76,80174,-1.9961221194427006,0.0,0.44905076429598084
77,80175,-1.9368913252111122,0.0,0.5527535812137317
78,80176,-1.6880603522109576,0.0,0.8071491662596081
79,80177,-1.2739869929156376,0.0,0.8954766731288825
80,80178,-0.7352044367443812,0.0,0.5558929204726524
81,80179,-0.1244535203390844,0.0,0.06540326316308695
82,80180,0.4984800154133952,0.17315572186440137,0.0
83,80181,1.0726178862667888,0.24272094690817753,0.0
84,80182,1.5417583624064837,0.3863852722901481,0.0
85,80183,1.8599777944321751,0.0,0.23260927761615455
86,80184,1.9961260293044978,0.0,0.262106109485839
87,80185,1.9368756648427774,0.44469288875967666,0.0
88,80186,1.6880266545849605,0.0,0.08892275403401823
89,80187,1.2739385566688557,0.0,0.17566895673397193
90,80188,0.7351460032335992,0.0,0.02269435677084838
91,80189,0.1243908095552721,0.0,0.050995672429239705
92,80190,-0.4985408647591657,0.023023186910364347,0.0
93,80191,-1.0726709177191085,0.12618366843081233,0.0
94,80192,-1.5417983847672931,0.22585975024874194,0.0
95,80193,-1.8600008899535627,0.7426462991961863,0.0
